1
30
1
30
1
15
30
2
2
2
2 
4
1 
1
1
1
2
1 16 
-10
2
18.076	17.652
-4.0093	-2.5941
-3.2306	-2.3155
-0.693147180559945	-2.009
0	0
1.38629436111989	1.38629436111989
0	0
1.38629436111989	1.38629436111989
0	0
2.30258509299405	2.30258509299405
0	0
1.38629436111989	1.38629436111989
0	0
2.30258509299405	2.30258509299405
0	0
1.38629436111989	1.38629436111989
-15.105
-15.105
-17.15
-17.15
-12.816
-12.816
0.2693
0.77891
206498.460341601	264403.098130069	307208.884779397	318253.569606439	440032.491606973	308043.936484877	352773.920935396	403151.125130471	388816.365705162	414574.0603594	379149.321294561	391768.788801228	343011.984078144	351628.427850303	395184.014534419	399609.372157223	422515.508787853	420241.296849749	389488.817192401	491266.235041797	326163.310429876	361735.978857013	406566.587912551	389977.920258451	414422.796027096	379180.719795385	391792.295989541	343039.768111487	351656.975963814	395212.020204464
40	31	31	28	25	20	19	12	8	6	8	10	6	2	4
26	35	28	28	39	21	20	15	11	8	4	5	0	5	5
29	34	24	38	34	20	13	15	10	6	9	8	1	0	9
33	24	16	28	40	21	22	16	11	13	7	7	5	4	3
31	32	18	36	27	32	24	17	10	5	8	2	6	1	1
27	26	22	25	31	23	16	27	11	18	4	8	4	1	7
19	29	19	41	20	29	23	15	14	12	8	9	1	2	9
25	26	26	27	27	23	24	17	10	13	17	7	6	0	2
17	30	24	21	29	32	19	22	21	6	9	9	3	3	5
21	22	23	30	22	27	23	19	17	11	16	5	5	3	6
18	20	19	35	19	34	23	19	20	9	10	6	6	5	7
21	16	19	19	36	24	19	18	22	7	15	12	4	5	13
20	27	17	23	22	28	21	17	14	19	13	6	5	3	15
9	29	19	28	24	24	24	20	16	13	12	8	7	3	14
12	25	18	28	29	24	15	13	28	10	8	14	3	3	20
25	20	15	23	36	15	22	17	13	16	11	8	12	5	12
26	25	15	23	28	27	19	14	20	11	14	8	4	2	14
19	19	15	19	17	26	31	18	20	8	11	9	9	11	18
37	17	13	28	19	21	14	18	28	17	9	7	10	4	8
19	25	17	27	22	18	20	20	18	11	16	6	5	6	20
23	17	26	27	27	14	16	22	10	11	9	10	8	10	20
25	14	12	34	34	16	21	24	21	11	12	10	6	2	8
15	35	16	21	33	14	21	20	12	13	11	9	6	8	16
14	26	18	20	28	29	10	25	15	10	12	11	10	8	14
14	34	14	23	35	29	23	10	16	12	11	13	5	3	8
20	26	16	29	23	19	22	18	11	13	7	11	8	5	22
27	17	15	22	32	22	17	24	14	7	17	6	8	4	18
12	23	18	18	30	31	25	17	11	16	6	15	3	3	22
15	23	9	26	29	30	30	16	13	13	18	4	9	5	10
17	32	23	31	34	20	23	19	13	9	7	6	5	1	10
24	32	17	35	34	25	16	16	21	8	6	3	2	5	6
26	29	29	21	31	26	18	20	10	15	9	4	2	3	7
22	31	19	30	34	26	26	13	10	8	11	5	5	3	7
26	21	31	28	30	28	21	27	13	11	4	4	3	0	3
17	21	16	25	37	29	28	21	15	12	5	6	4	5	9
11	21	26	13	26	29	29	25	27	17	10	3	5	1	7
19	17	18	26	32	31	22	22	11	21	11	6	2	5	7
15	19	12	27	37	21	24	21	24	20	17	5	2	1	5
11	13	24	17	31	31	21	32	20	17	8	12	6	2	5
10	10	19	21	25	30	27	17	22	15	21	16	5	4	8
20	12	15	30	33	21	18	26	16	16	18	13	5	3	4
14	20	18	21	25	18	17	21	29	11	19	12	14	4	7
10	20	24	25	22	20	16	14	21	14	16	14	12	5	17
12	19	17	17	22	21	17	23	18	18	17	10	13	12	14
7	11	11	23	29	25	25	19	31	12	10	12	5	11	19
8	21	13	20	33	25	27	20	13	10	11	10	8	7	24
9	12	23	23	21	20	25	19	18	14	19	10	8	12	17
12	15	21	25	16	17	19	24	20	22	11	13	12	5	18
8	14	16	20	21	21	22	22	26	23	8	13	12	3	21
14	21	9	21	18	19	24	24	19	9	7	7	13	8	37
15	17	26	12	29	17	17	22	20	17	11	11	4	6	26
14	20	14	30	18	16	21	29	19	16	12	7	9	3	22
12	22	16	21	27	22	23	23	18	11	11	16	7	6	15
8	23	12	19	30	23	15	18	15	17	13	17	5	11	24
13	14	22	19	29	16	27	17	24	13	19	7	3	5	22
15	9	13	28	34	26	21	27	15	12	15	9	12	8	6
12	14	16	16	30	21	22	21	19	11	17	10	11	7	23
4	23	11	18	29	24	19	18	23	12	16	14	8	7	24
14	13	28	14	18	16	21	24	19	17	17	10	9	3	27
0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
3.85447579040719	4.59086141493227	5.30203919301518	5.69316715594503	6.56449712389596	6.25616708359116	6.64795881739991	6.42314523532019	6.66557044487506	7.23655474907216	7.0266307823297	7.07178325128403	8.10906699142582	7.31436317270385	7.29261165978857	7.72063622507282	7.69073399883769	7.67116028467766	7.43749209520442	7.81092217253162	7.05527827551418	7.22240595470213	6.80312277109516	6.96982614764149	7.46535657805606	7.20749852090237	7.21158322788491	8.23287056772702	7.4011113387884	7.35736026754313
2.54823237450927	3.39728826139333	3.91741029228247	4.30498582287624	5.45100001799005	5.09732205189688	5.1054605278683	5.68617787670847	5.47818760833754	5.55052051349638	5.534345456757	5.74307857718797	5.29735929388932	5.43117927789952	5.1638263313537	5.35081082450864	5.78835487674854	5.64400608515619	5.48450358611916	6.29570098152046	5.54303513914952	5.36093175978265	5.85655774479573	5.60635976316113	5.6425974637836	5.61065259454644	5.80461344570833	5.34135403018134	5.466248064102	5.18894480061187
3.83853205566778	4.01762566695861	4.10845617593836	4.56569577218747	4.17666384497527	5.009326943593	4.62983489134061	4.86013234750834	5.04578240466593	5.28309564060703	5.22846164767785	5.5129788748003	5.41678877397223	4.70236911912495	4.72164624185718	5.17915540492633	5.0931070128723	4.93129841192127	5.2340349964308	4.59360990885337	5.3207764737561	4.7949707022673	4.94018017651881	5.06789605188824	5.29322429870078	5.22901740000527	5.5137463826684	5.41778886681135	4.70324966181434	4.72245124931905
2.85866155593781	3.20228416380194	3.37597121304623	3.6776854256672	3.80932342568948	3.52320659235461	3.73389977371451	4.30380750221589	4.43196940390851	4.22257172469348	4.5901720798294	3.93475530150335	4.55678018693905	4.1203432529339	4.07231719902439	4.04136301984115	4.26060533839687	4.23208449479772	4.38841734998917	4.32810126819766	3.84558582839288	3.93704353601343	4.41787996666975	4.46614881259549	4.23106851822626	4.59099416283841	3.93549307528059	4.55794537093655	4.12140649656383	4.07327414640931
0.244	0.112	0.224	0.16	0.14	0.052	0.012	0.016	0.008	0.008	0.016	0.004	0.004	0	0
0.224	0.12	0.144	0.256	0.1	0.076	0.02	0.024	0.008	0.012	0.004	0.008	0	0	0.004
0.224	0.104	0.176	0.16	0.16	0.08	0.036	0.02	0.02	0.008	0	0.008	0.004	0	0
0.148	0.124	0.168	0.184	0.176	0.072	0.072	0.028	0.012	0.012	0	0	0	0	0.004
0.132	0.06	0.172	0.224	0.124	0.14	0.084	0.028	0.012	0.012	0	0.004	0	0.004	0.004
0.104	0.108	0.1	0.176	0.216	0.128	0.088	0.044	0.02	0.008	0.004	0	0.004	0	0
0.092	0.12	0.124	0.16	0.16	0.152	0.088	0.048	0.02	0.02	0.004	0.008	0	0	0.004
0.132	0.056	0.128	0.188	0.08	0.152	0.108	0.056	0.052	0.008	0.028	0.004	0	0.008	0
0.124	0.104	0.088	0.148	0.156	0.092	0.096	0.072	0.052	0.04	0.008	0.008	0.008	0	0.004
0.172	0.08	0.116	0.148	0.124	0.104	0.056	0.068	0.052	0.024	0.028	0.004	0.008	0.008	0.008
0.12	0.088	0.124	0.164	0.144	0.1	0.068	0.064	0.048	0.032	0.016	0.016	0.004	0.004	0.008
0.12	0.056	0.136	0.164	0.16	0.088	0.096	0.064	0.04	0.04	0.016	0	0.004	0.008	0.008
0.112	0.088	0.124	0.12	0.136	0.112	0.08	0.076	0.048	0.028	0.024	0.024	0.016	0.004	0.008
0.168	0.06	0.124	0.112	0.12	0.104	0.1	0.048	0.056	0.048	0.024	0.004	0.008	0.008	0.016
0.144	0.1	0.136	0.168	0.112	0.1	0.064	0.056	0.04	0.016	0.016	0.016	0.012	0.004	0.016
0.108	0.124	0.136	0.096	0.168	0.092	0.092	0.052	0.044	0.02	0.024	0.004	0	0.02	0.02
0.12	0.052	0.164	0.14	0.14	0.136	0.072	0.064	0.016	0.036	0.008	0.016	0.008	0.008	0.02
0.124	0.104	0.08	0.176	0.116	0.116	0.096	0.04	0.048	0.028	0.02	0.008	0.004	0.012	0.028
0.076	0.12	0.124	0.116	0.144	0.14	0.096	0.048	0.036	0.024	0.016	0.024	0.008	0.004	0.024
0.184	0.092	0.08	0.148	0.068	0.136	0.076	0.052	0.048	0.02	0.028	0.016	0.008	0.012	0.032
0.132	0.084	0.1	0.152	0.12	0.08	0.108	0.048	0.052	0.036	0.008	0.008	0.012	0.012	0.048
0.112	0.096	0.136	0.096	0.144	0.144	0.088	0.076	0.032	0.024	0.008	0.008	0.012	0.004	0.02
0.124	0.084	0.088	0.144	0.16	0.116	0.084	0.044	0.052	0.028	0.012	0.004	0.016	0.012	0.032
0.136	0.092	0.088	0.148	0.16	0.112	0.112	0.036	0.02	0.02	0.024	0.008	0.012	0.008	0.024
0.108	0.088	0.16	0.124	0.112	0.144	0.076	0.048	0.044	0.032	0.012	0.012	0.008	0.016	0.016
0.112	0.08	0.116	0.14	0.128	0.108	0.108	0.048	0.024	0.04	0.024	0.016	0.008	0.016	0.032
0.088	0.096	0.12	0.148	0.14	0.1	0.108	0.08	0.028	0.036	0.016	0.008	0.008	0.004	0.02
0.128	0.064	0.088	0.172	0.116	0.124	0.092	0.056	0.04	0.048	0.024	0.024	0.008	0.008	0.008
0.112	0.092	0.116	0.132	0.148	0.128	0.084	0.06	0.036	0.02	0.008	0.016	0.012	0.004	0.032
0.156	0.104	0.128	0.164	0.104	0.104	0.068	0.052	0.032	0.028	0.016	0.004	0	0.004	0.036
0.216	0.176	0.192	0.168	0.128	0.064	0.02	0.02	0.004	0	0	0.004	0.004	0	0.004
0.168	0.172	0.216	0.18	0.132	0.052	0.048	0.016	0.008	0.004	0	0	0	0.004	0
0.116	0.16	0.228	0.176	0.148	0.116	0.028	0.016	0.004	0.008	0	0	0	0	0
0.088	0.108	0.188	0.184	0.188	0.132	0.08	0.012	0.008	0.004	0.004	0	0	0	0.004
0.124	0.056	0.18	0.168	0.2	0.108	0.076	0.052	0.016	0.008	0	0	0.008	0	0.004
0.116	0.08	0.132	0.18	0.164	0.14	0.088	0.06	0.02	0.012	0.008	0	0	0	0
0.128	0.084	0.164	0.124	0.132	0.192	0.084	0.036	0.052	0	0.004	0	0	0	0
0.112	0.112	0.132	0.208	0.124	0.1	0.112	0.064	0.028	0.004	0	0	0.004	0	0
0.1	0.132	0.108	0.14	0.204	0.104	0.092	0.06	0.036	0.016	0.004	0.004	0	0	0
0.12	0.056	0.176	0.172	0.16	0.124	0.092	0.044	0.024	0.012	0.008	0	0.012	0	0
0.104	0.088	0.076	0.188	0.196	0.136	0.112	0.056	0.032	0.004	0.004	0	0	0	0.004
0.076	0.116	0.148	0.132	0.148	0.14	0.112	0.072	0.008	0.008	0.012	0.004	0.012	0.004	0.008
0.092	0.084	0.14	0.16	0.096	0.148	0.116	0.088	0.04	0.016	0.004	0	0	0.008	0.008
0.096	0.16	0.116	0.124	0.184	0.16	0.088	0.04	0.016	0.004	0	0.004	0.008	0	0
0.092	0.088	0.14	0.172	0.128	0.116	0.08	0.08	0.024	0.036	0.016	0.012	0.008	0.004	0.004
0.076	0.112	0.104	0.172	0.2	0.112	0.104	0.048	0.016	0.032	0.012	0.008	0	0	0.004
0.092	0.068	0.168	0.172	0.136	0.18	0.068	0.052	0.012	0.028	0.004	0.004	0.004	0.004	0.008
0.112	0.108	0.092	0.164	0.132	0.168	0.096	0.04	0.04	0.016	0.008	0.004	0	0.008	0.012
0.092	0.064	0.144	0.16	0.176	0.1	0.12	0.076	0.012	0.012	0.004	0.008	0.004	0.008	0.02
0.108	0.064	0.144	0.116	0.128	0.192	0.096	0.056	0.02	0.032	0.012	0.012	0.008	0	0.012
0.144	0.084	0.1	0.132	0.148	0.124	0.076	0.088	0.032	0.044	0	0.004	0	0	0.024
0.096	0.068	0.164	0.128	0.136	0.128	0.096	0.088	0.036	0.024	0	0.008	0.008	0.004	0.016
0.076	0.088	0.124	0.168	0.128	0.152	0.116	0.068	0.036	0.024	0	0.004	0.004	0	0.012
0.076	0.092	0.116	0.164	0.184	0.088	0.08	0.104	0.048	0.008	0.012	0.008	0.004	0.008	0.008
0.084	0.084	0.2	0.132	0.152	0.132	0.044	0.064	0.056	0.008	0.008	0	0.008	0.004	0.024
0.068	0.104	0.116	0.22	0.172	0.124	0.084	0.036	0.024	0.012	0.008	0.004	0.004	0	0.024
0.096	0.084	0.18	0.128	0.184	0.128	0.068	0.072	0.028	0.008	0.008	0.004	0	0	0.012
0.076	0.092	0.088	0.184	0.148	0.148	0.092	0.068	0.04	0.024	0.008	0.008	0.004	0.004	0.016
0.08	0.084	0.168	0.088	0.176	0.12	0.072	0.088	0.04	0.028	0.008	0.004	0.004	0.012	0.028
0.084	0.08	0.136	0.14	0.152	0.152	0.092	0.072	0.032	0.024	0.004	0	0.004	0.016	0.012
0.128	0.176	0.152	0.128	0.144	0.12	0.08	0.028	0.028	0.008	0.004	0	0	0.004	0
0.128	0.12	0.104	0.164	0.136	0.116	0.1	0.064	0.04	0.016	0.012	0	0	0	0
0.196	0.16	0.116	0.116	0.132	0.092	0.056	0.06	0.032	0.016	0.024	0	0	0	0
0.12	0.152	0.076	0.092	0.2	0.16	0.064	0.056	0.052	0.008	0.008	0.012	0	0	0
0.18	0.108	0.12	0.108	0.096	0.16	0.08	0.088	0.032	0.02	0.004	0.004	0	0	0
0.136	0.18	0.1	0.136	0.112	0.104	0.092	0.052	0.056	0.032	0	0	0	0	0
0.108	0.152	0.132	0.092	0.168	0.116	0.108	0.06	0.036	0.012	0.008	0.004	0	0.004	0
0.148	0.108	0.116	0.16	0.1	0.132	0.084	0.064	0.056	0.024	0.004	0.004	0	0	0
0.128	0.116	0.116	0.092	0.18	0.084	0.072	0.084	0.08	0.036	0.012	0	0	0	0
0.1	0.152	0.096	0.084	0.092	0.124	0.104	0.124	0.06	0.044	0.02	0	0	0	0
0.096	0.1	0.136	0.12	0.092	0.136	0.12	0.064	0.072	0.048	0.012	0.004	0	0	0
0.12	0.112	0.072	0.16	0.16	0.108	0.084	0.108	0.04	0.02	0.012	0.004	0	0	0
0.164	0.14	0.092	0.096	0.128	0.116	0.116	0.076	0.052	0.008	0.004	0.008	0	0	0
0.148	0.14	0.08	0.096	0.076	0.112	0.104	0.116	0.064	0.044	0.016	0	0	0	0.004
0.12	0.104	0.076	0.136	0.164	0.12	0.108	0.096	0.024	0.032	0.016	0.004	0	0	0
0.132	0.136	0.068	0.128	0.124	0.108	0.092	0.096	0.08	0.02	0.008	0.008	0	0	0
0.128	0.104	0.068	0.112	0.168	0.12	0.076	0.088	0.064	0.036	0.032	0.004	0	0	0
0.136	0.092	0.1	0.108	0.14	0.112	0.116	0.096	0.068	0.032	0	0	0	0	0
0.096	0.148	0.076	0.12	0.148	0.096	0.088	0.06	0.08	0.044	0.024	0.02	0	0	0
0.14	0.12	0.1	0.112	0.1	0.144	0.08	0.076	0.084	0.028	0.012	0.004	0	0	0
0.12	0.14	0.108	0.128	0.108	0.084	0.1	0.104	0.052	0.028	0.016	0.004	0.008	0	0
0.136	0.168	0.08	0.084	0.128	0.112	0.092	0.08	0.064	0.024	0.028	0.004	0	0	0
0.128	0.116	0.076	0.132	0.128	0.12	0.12	0.076	0.072	0.016	0.008	0.004	0	0	0.004
0.1	0.076	0.08	0.132	0.192	0.092	0.092	0.108	0.084	0.02	0.024	0	0	0	0
0.084	0.148	0.088	0.116	0.112	0.144	0.084	0.096	0.076	0.036	0.012	0.004	0	0	0
0.124	0.108	0.148	0.076	0.18	0.108	0.092	0.044	0.056	0.044	0.016	0.004	0	0	0
0.1	0.104	0.084	0.164	0.156	0.132	0.096	0.084	0.036	0.02	0.012	0.008	0.004	0	0
0.132	0.124	0.112	0.068	0.124	0.124	0.092	0.084	0.092	0.016	0.02	0.012	0	0	0
0.124	0.168	0.084	0.132	0.112	0.12	0.096	0.048	0.06	0.036	0.02	0	0	0	0
0.14	0.156	0.088	0.128	0.112	0.096	0.112	0.076	0.048	0.024	0.016	0	0	0	0.004
0.124	0.128	0.112	0.1	0.148	0.108	0.1	0.068	0.072	0.02	0.016	0.004	0	0	0
0.092	0.104	0.112	0.148	0.168	0.092	0.108	0.096	0.048	0.02	0.008	0.004	0	0	0
0.12	0.116	0.112	0.164	0.148	0.112	0.104	0.068	0.04	0.012	0.004	0	0	0	0
0.092	0.156	0.096	0.16	0.148	0.1	0.068	0.088	0.048	0.028	0.012	0	0	0	0.004
0.112	0.08	0.108	0.168	0.148	0.144	0.108	0.056	0.04	0.028	0.004	0	0.004	0	0
0.108	0.116	0.084	0.132	0.12	0.144	0.116	0.072	0.048	0.048	0.012	0	0	0	0
0.104	0.144	0.104	0.056	0.124	0.124	0.112	0.104	0.064	0.032	0.016	0.008	0.008	0	0
0.064	0.088	0.14	0.152	0.092	0.136	0.12	0.104	0.076	0.016	0.012	0	0	0	0
0.116	0.072	0.124	0.092	0.192	0.092	0.124	0.068	0.068	0.028	0.008	0.012	0	0.004	0
0.072	0.092	0.084	0.112	0.12	0.148	0.104	0.104	0.088	0.048	0.02	0.008	0	0	0
0.084	0.1	0.088	0.164	0.12	0.112	0.124	0.064	0.096	0.044	0	0.004	0	0	0
0.088	0.084	0.076	0.128	0.148	0.124	0.108	0.124	0.044	0.044	0.02	0.008	0	0.004	0
0.144	0.088	0.084	0.076	0.148	0.16	0.096	0.044	0.092	0.036	0.028	0	0.004	0	0
0.072	0.068	0.104	0.12	0.168	0.116	0.128	0.064	0.076	0.056	0.012	0.016	0	0	0
0.052	0.084	0.104	0.132	0.124	0.072	0.16	0.108	0.088	0.04	0.028	0.004	0.004	0	0
0.064	0.112	0.112	0.104	0.128	0.128	0.092	0.116	0.068	0.048	0.02	0.008	0	0	0
0.104	0.1	0.088	0.128	0.14	0.112	0.088	0.092	0.072	0.036	0.024	0.012	0	0.004	0
0.088	0.084	0.056	0.128	0.116	0.12	0.136	0.108	0.052	0.072	0.028	0.008	0	0	0.004
0.068	0.152	0.092	0.104	0.104	0.104	0.092	0.1	0.112	0.048	0.02	0.004	0	0	0
0.064	0.112	0.088	0.132	0.084	0.132	0.116	0.1	0.084	0.056	0.024	0	0.008	0	0
0.06	0.132	0.056	0.12	0.136	0.112	0.1	0.104	0.088	0.048	0.024	0.02	0	0	0
0.08	0.096	0.096	0.1	0.108	0.128	0.124	0.096	0.088	0.052	0.024	0.004	0	0.004	0
0.12	0.096	0.084	0.132	0.072	0.156	0.084	0.096	0.1	0.04	0.008	0.012	0	0	0
0.116	0.092	0.06	0.104	0.136	0.104	0.144	0.092	0.084	0.04	0.008	0.012	0.004	0	0.004
0.108	0.116	0.076	0.108	0.144	0.144	0.048	0.104	0.072	0.044	0.02	0.016	0	0	0
0.096	0.068	0.076	0.124	0.156	0.128	0.1	0.072	0.104	0.04	0.02	0.008	0.004	0	0.004
0.052	0.068	0.108	0.104	0.128	0.116	0.128	0.124	0.092	0.044	0.032	0.004	0	0	0
0.072	0.088	0.088	0.132	0.172	0.132	0.104	0.076	0.076	0.024	0.016	0.016	0.004	0	0
0.084	0.092	0.1	0.108	0.124	0.172	0.092	0.092	0.068	0.04	0.016	0.008	0.004	0	0
0.064	0.108	0.112	0.096	0.108	0.12	0.084	0.136	0.076	0.064	0.02	0.004	0.008	0	0
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
